,,
code,code_sub,QSBIO_err_prob
1bqk_1,1bqk,1.6
4an9_1,4an9,1.6
3x33_1,3x33,1.6
1xrx_1,1xrx,59.1
1xrx_3,1xrx,7.4
1xrx_2,1xrx,7.4
3krg_1,3krg,1.6
4had_1,4had,7.7
3bws_3,3bws,70.3
3bws_2,3bws,19.4
3bws_1,3bws,19.4
2fjx_1,2fjx,NA
1zbi_1,1zbi,NA
4pgd_1,4pgd,2.3
2frk_1,2frk,1.6
4tmn_1,4tmn,1.6
4cbi_3,4cbi,2.8
4cbi_2,4cbi,2.8
4cbi_4,4cbi,2.8
4cbi_1,4cbi,2.8
5ant_1,5ant,1.6
5ant_2,5ant,1.6
5ant_3,5ant,1.6
4bll_1,4bll,1.6
2dkn_1,2dkn,100
2ikj_1,2ikj,1.6
3hsr_2,3hsr,3.5
3hsr_1,3hsr,3.5
3d6t_1,3d6t,25
3d6t_2,3d6t,7.4
5hko_1,5hko,1.6
1j1s_1,1j1s,12.3
1hq0_1,1hq0,2.8
4im0_1,4im0,10.5
1rsg_1,1rsg,7.4
4fdp_1,4fdp,1.6
4fdp_2,4fdp,1.6
4bfv_1,4bfv,3.5
2zch_1,2zch,NA
3ui7_1,3ui7,1.6
3ui7_2,3ui7,1.6
4w7s_1,4w7s,43.2
5dqt_1,5dqt,40.5
5dqt_2,5dqt,40.5
2q1n_1,2q1n,70.3
2q1n_2,2q1n,70.3
1cwt_1,1cwt,1.6
1xt3_1,1xt3,7.4
1ac8_1,1ac8,1.6
4b99_1,4b99,1.6
1ofj_1,1ofj,1.6
2np2_1,2np2,3.5
3vx8_1,3vx8,52.6
3vx8_2,3vx8,52.6
1lkx_1,1lkx,1.6
1lkx_2,1lkx,1.6
1lkx_3,1lkx,1.6
1lkx_4,1lkx,1.6
3rsf_1,3rsf,7.7
1io7_1,1io7,12.3
1io7_2,1io7,12.3
4dpw_2,4dpw,94.7
4dpw_3,4dpw,94.7
4dpw_8,4dpw,94.7
4dpw_4,4dpw,94.7
4dpw_1,4dpw,94.7
4dpw_6,4dpw,94.7
4dpw_7,4dpw,94.7
4dpw_5,4dpw,94.7
2bho_1,2bho,3.5
1hxd_2,1hxd,25
1hxd_1,1hxd,25
1p4n_1,1p4n,2.8
4rt4_1,4rt4,59.1
4x9d_1,4x9d,7.5
1tp8_5,1tp8,7.7
1tp8_7,1tp8,91.5
1tp8_6,1tp8,91.5
1tp8_1,1tp8,48.3
1tp8_4,1tp8,48.3
1tp8_3,1tp8,48.3
1tp8_2,1tp8,48.3
3pvv_1,3pvv,1.6
3pvv_2,3pvv,1.6
2ra4_4,2ra4,59.1
2ra4_3,2ra4,59.1
2ra4_2,2ra4,24
2ra4_1,2ra4,15.4
1rop_1,1rop,7.4
3oyp_2,3oyp,1.6
3oyp_1,3oyp,1.6
1rdf_5,1rdf,24
1rdf_1,1rdf,NA
1rdf_4,1rdf,24
1rdf_2,1rdf,43.2
1rdf_3,1rdf,NA
1qd5_1,1qd5,2.8
4oee_1,4oee,1.6
3txx_4,3txx,3
3txx_3,3txx,3
3txx_2,3txx,3
3txx_1,3txx,3
4d6i_1,4d6i,1.6
1opc_1,1opc,1.6
5ehj_1,5ehj,43.2
2w09_1,2w09,12.3
3sib_1,3sib,43.2
3sib_2,3sib,24
2xed_1,2xed,28.6
2xed_4,2xed,28.6
2xed_2,2xed,28.6
2xed_3,2xed,28.6
1vzw_1,1vzw,1.6
3agq_1,3agq,19.4
3agq_2,3agq,10.5
1zap_1,1zap,1.6
3gsw_1,3gsw,NA
1b92_1,1b92,25
1b92_2,1b92,3.5
2vh5_1,2vh5,NA
4r51_1,4r51,3.5
1r1p_1,1r1p,12.3
1r1p_6,1r1p,70.3
1r1p_5,1r1p,24
1r1p_7,1r1p,70.3
1r1p_2,1r1p,12.3
1r1p_3,1r1p,12.3
1r1p_4,1r1p,12.3
2bng_1,2bng,59.1
2p6o_1,2p6o,25
2p6o_2,2p6o,25
3p0e_2,3p0e,3.5
3p0e_3,3p0e,3.5
3p0e_1,3p0e,3.5
4leo_1,4leo,NA
1o04_2,1o04,3
1o04_1,1o04,3
3bu0_1,3bu0,12.3
4jxe_1,4jxe,1.6
4jxe_2,4jxe,1.6
3n9b_1,3n9b,1.6
3n9b_2,3n9b,1.6
5hxr_1,5hxr,2.8
2j78_1,2j78,25
2j78_2,2j78,25
2yzy_1,2yzy,2.8
1o7v_1,1o7v,1.6
4l65_1,4l65,1.6
2pdt_4,2pdt,12.3
2pdt_2,2pdt,12.3
2pdt_3,2pdt,12.3
2pdt_1,2pdt,12.3
4j1s_1,4j1s,1.6
2gjm_1,2gjm,1.6
5d1k_1,5d1k,4.8
1hzp_1,1hzp,3.5
1emd_1,1emd,3.5
4l5b_1,4l5b,3.5
4qsl_1,4qsl,0
4qsl_2,4qsl,0
4ge2_1,4ge2,1.6
4ge2_2,4ge2,1.6
5eq2_1,5eq2,70.3
3clr_1,3clr,2.3
3r0e_2,3r0e,4.8
3r0e_1,3r0e,4.8
4jy1_2,4jy1,1.6
4jy1_1,4jy1,1.6
4gkj_1,4gkj,15.7
3np2_1,3np2,7.7
1js4_1,1js4,1.6
1js4_2,1js4,1.6
1eba_1,1eba,NA
1eba_3,1eba,7.4
1eba_2,1eba,7.4
4xkx_1,4xkx,1.6
4io3_1,4io3,10.5
1byc_1,1byc,1.6
1rft_1,1rft,3.5
4ufg_1,4ufg,52.6
3mn3_2,3mn3,7.4
3mn3_1,3mn3,25
4jum_1,4jum,0
1urg_1,1urg,1.6
1eou_1,1eou,1.6
4q21_1,4q21,1.6
3woy_1,3woy,1.6
1aut_1,1aut,2.3
3lpz_1,3lpz,2.8
2ouz_1,2ouz,7.4
4p7s_2,4p7s,93.7
4p7s_1,4p7s,0
4ksh_1,4ksh,1.6
2ign_2,2ign,3
2ign_1,2ign,3
2qeu_1,2qeu,3
2fnu_1,2fnu,3.5
4mmt_1,4mmt,10.6
3l0o_1,3l0o,10.5
4ffx_1,4ffx,3
1l5x_2,1l5x,7.7
1l5x_1,1l5x,94
4z3z_2,4z3z,15.7
4z3z_1,4z3z,15.7
1ixn_1,1ixn,23.4
1ixn_2,1ixn,10.5
1ixn_3,1ixn,10.5
1ixn_4,1ixn,10.5
3twh_1,3twh,2.8
2wy1_2,2wy1,12.3
2wy1_1,2wy1,12.3
3fyt_1,3fyt,7.7
3fyt_2,3fyt,7.7
3nkf_1,3nkf,59.1
3nkf_3,3nkf,15.4
3nkf_2,3nkf,15.4
1opj_1,1opj,1.6
1opj_2,1opj,1.6
3zyq_1,3zyq,1.6
2dec_1,2-Dec,3.5
1ojv_1,1ojv,70.3
3nkx_1,3nkx,10.5
3gcd_1,3gcd,2.8
3gcd_4,3gcd,2.8
3gcd_2,3gcd,2.8
3gcd_3,3gcd,2.8
4cer_1,4cer,3.5
3zdi_1,3zdi,1.6
1avn_1,1avn,1.6
4foz_1,4foz,1.6
1o00_2,1o00,3
1o00_1,1o00,3
1bq9_1,1bq9,1.6
4ntg_1,4ntg,19.4
4ntg_2,4ntg,19.4
4q28_2,4q28,2.8
4q28_3,4q28,2.8
4q28_4,4q28,2.8
4q28_1,4q28,2.8
3hhu_1,3hhu,12.3
3hhu_2,3hhu,12.3
2jdk_1,2jdk,7.7
5c3o_1,5c3o,1.6
4qzz_1,4qzz,0
2rh8_1,2rh8,1.6
1cl2_1,1cl2,3
1skq_2,1skq,1.6
1skq_1,1skq,1.6
3tg4_1,3tg4,1.6
4r1q_1,4r1q,7.5
4l4l_1,4l4l,7.4
2nv7_1,2nv7,3.5
4nob_1,4nob,1.6
4r4m_1,4r4m,NA
4r4m_2,4r4m,NA
1ems_1,1ems,4.4
2gt2_1,2gt2,3.5
2gt2_2,2gt2,3.5
3zjm_2,3zjm,7.4
3zjm_1,3zjm,7.4
3o9l_2,3o9l,2.3
3o9l_1,3o9l,2.3
4xuz_1,4xuz,1.6
1rej_1,1rej,1.6
3cs0_1,3cs0,24
1hpi_1,1hpi,1.6
4jni_1,4jni,1.6
2xxd_1,2xxd,1.6
4ht1_1,4ht1,NA
1qw4_1,1qw4,3.5
1qw4_2,1qw4,3.5
1o9k_3,1o9k,4.5
1o9k_2,1o9k,4.5
1o9k_4,1o9k,4.5
1o9k_1,1o9k,4.5
1w26_1,1w26,12.3
1w26_2,1w26,12.3
1wzl_1,1wzl,15.4
4e50_1,4.00E+50,1.6
5cix_1,5cix,1.6
3awk_1,3awk,3.5
4jw1_1,4jw1,2.8
4jw1_2,4jw1,2.8
4xl2_1,4xl2,0
4xl2_2,4xl2,94
2hvf_2,2hvf,10.5
2hvf_1,2hvf,19.4
1par_1,1par,24
3hp7_1,3hp7,1.6
2b50_1,2b50,12.3
2b50_2,2b50,12.3
4in3_1,4in3,7.6
2ii0_1,2ii0,2.8
1k9m_1,1k9m,15.7
3lic_2,3lic,7.4
3lic_1,3lic,74.9
1f0y_1,1f0y,3.5
4l7l_1,4l7l,1.6
3tfe_1,3tfe,2.8
3tfe_2,3tfe,2.8
4ccu_1,4ccu,1.6
1fbm_1,1fbm,24
3rlh_1,3rlh,1.6
4qh3_2,4qh3,1.6
4qh3_1,4qh3,1.6
3gth_1,3gth,3.5
3gth_2,3gth,94.7
4jsc_1,4jsc,1.6
4jsc_2,4jsc,1.6
4ued_1,4ued,2.3
4nl8_1,4nl8,1.6
4nl8_3,4nl8,1.6
4nl8_2,4nl8,1.6
3f04_1,3f04,1.6
3r33_1,3r33,1.6
1pp4_1,1pp4,2.8
1pp4_2,1pp4,2.8
2e12_1,2.00E+12,70.3
3v53_3,3v53,2.8
3v53_2,3v53,2.8
3v53_4,3v53,2.8
3v53_1,3v53,2.8
3v53_5,3v53,2.8
4cjc_1,4cjc,1.6
4cjc_4,4cjc,1.6
4cjc_2,4cjc,1.6
4cjc_3,4cjc,1.6
5byv_3,5byv,0
5byv_2,5byv,0
5byv_1,5byv,0
3t3m_2,3t3m,NA
3t3m_1,3t3m,NA
3hjt_2,3hjt,1.6
3hjt_1,3hjt,1.6
1xqv_1,1xqv,1.6
5abz_2,5abz,1.6
5abz_1,5abz,1.6
1zyd_1,1zyd,7.4
2q76_2,2q76,NA
2q76_1,2q76,NA
1tg4_1,1tg4,1.6
2bt2_5,2bt2,1.6
2bt2_1,2bt2,1.6
2bt2_4,2bt2,1.6
2bt2_2,2bt2,1.6
2bt2_3,2bt2,1.6
1zo2_1,1zo2,3.5
1pl6_1,1pl6,3
1pl6_3,1pl6,98.1
1pl6_2,1pl6,91.5
4lg6_1,4lg6,1.6
4eb2_1,4eb2,15.7
4eb2_2,4eb2,4.8
4ke4_1,4ke4,1.6
4rpf_2,4rpf,94.7
4rpf_3,4rpf,94.7
4rpf_4,4rpf,3.5
4rpf_1,4rpf,94.7
4rpf_5,4rpf,3.5
5euq_1,5euq,52.6
3ttn_1,3ttn,1.6
3ttn_2,3ttn,1.6
4ned_1,4ned,1.6
3smp_1,3smp,7.4
2fp1_1,2fp1,7.4
3oy9_1,3oy9,40.5
1gq3_1,1gq3,3
3uzs_1,3uzs,10.6
2cgu_1,2cgu,1.6
1jwm_1,1jwm,NA
2yfq_1,2yfq,3
2feu_1,2feu,12.3
2feu_2,2feu,12.3
4rlc_1,4rlc,19.4
4wbr_1,4wbr,1.6
1x1p_1,1x1p,1.6
3kgg_1,3kgg,1.6
4j4f_1,4j4f,4.4
3lah_1,3lah,19.4
3lah_2,3lah,19.4
2qic_2,2qic,1.6
2qic_1,2qic,1.6
3grr_1,3grr,1.6
4qrs_1,4qrs,NA
2zsb_1,2zsb,3.5
1kyw_2,1kyw,3.5
1kyw_1,1kyw,3.5
4cv3_1,4cv3,3
4dfz_1,4dfz,1.6
1yd6_2,1yd6,24
1yd6_1,1yd6,59.1
3a0f_1,3a0f,1.6
3bww_1,3bww,2.8
4da7_1,4da7,3
1ap2_1,1ap2,NA
1ap2_2,1ap2,NA
1wla_1,1wla,1.6
1gkx_1,1gkx,94.7
2rfk_1,2rfk,0
2aoa_3,2aoa,7.4
2aoa_2,2aoa,25
2aoa_1,2aoa,25
2jb0_1,2jb0,40.5
4rf6_1,4rf6,1.6
4rf6_2,4rf6,1.6
1b18_3,1b18,70.3
1b18_2,1b18,NA
1b18_1,1b18,19.4
2j0a_1,2j0a,19.4
1llh_1,1llh,1.6
3ozv_2,3ozv,94.7
3ozv_3,3ozv,7.4
3ozv_1,3ozv,94.7
4wd3_1,4wd3,43.2
4v3v_1,4v3v,3.5
1hn4_1,1hn4,10.5
1f26_1,1f26,1.6
4gqk_1,4gqk,19.4
4gqk_2,4gqk,10.5
4w9n_1,4w9n,14.3
4w9n_2,4w9n,14.3
4w9n_3,4w9n,93.7
4a1x_1,4a1x,12.3
4a1x_2,4a1x,12.3
2ol2_1,2ol2,1.6
2ol2_2,2ol2,1.6
2zs0_1,2zs0,0
4wwn_1,4wwn,12.3
4okg_1,4okg,12.3
4okg_2,4okg,12.3
3h7i_1,3h7i,2.8
2jhy_1,2jhy,25
3vng_1,3vng,1.6
2ery_2,2ery,1.6
2ery_1,2ery,1.6
1m4v_1,1m4v,1.6
1m4v_2,1m4v,1.6
1el4_1,1el4,12.3
1x96_1,1x96,1.6
1c5f_7,1c5f,1.6
1c5f_5,1c5f,1.6
1c5f_6,1c5f,1.6
1c5f_1,1c5f,1.6
1c5f_4,1c5f,1.6
1c5f_8,1c5f,1.6
1c5f_3,1c5f,1.6
1c5f_2,1c5f,1.6
3qge_2,3qge,12.3
3qge_1,3qge,12.3
5icn_1,5icn,40.5
1o3g_1,1o3g,1.6
3k4v_2,3k4v,10.5
3k4v_1,3k4v,10.5
4zwt_2,4zwt,59.1
4zwt_1,4zwt,40.5
2vnj_1,2vnj,1.6
2pk0_1,2pk0,12.3
2pk0_4,2pk0,12.3
2pk0_3,2pk0,12.3
2pk0_2,2pk0,12.3
2hwm_1,2hwm,12.3
2hwm_2,2hwm,12.3
3s90_1,3s90,4.5
3s90_2,3s90,4.5
4lrr_1,4lrr,3.5
3i3b_1,3i3b,23.4
2zim_1,2zim,3.5
4p8o_1,4p8o,1.6
4p8o_2,4p8o,1.6
2eb2_1,2eb2,91.5
3nu8_1,3nu8,3.5
4rn5_1,4rn5,1.6
2eab_1,2eab,1.6
2eab_2,2eab,1.6
4q50_3,4q50,43.2
4q50_2,4q50,43.2
4q50_4,4q50,43.2
4q50_1,4q50,43.2
4q50_5,4q50,24
4mwu_1,4mwu,3
3d30_1,3d30,1.6
4m7m_1,4m7m,12.3
4iia_1,4iia,15.4
3lwn_2,3lwn,2.3
3lwn_1,3lwn,2.3
4ai0_1,4ai0,1.6
3txm_1,3txm,2.8
4kdq_1,4kdq,0
4clm_1,4clm,3.5
3i4v_1,3i4v,3.5
5bu7_1,5bu7,59.1
3qqr_2,3qqr,1.6
3qqr_1,3qqr,1.6
2omk_1,2omk,3.5
4p5p_1,4p5p,1.6
1x7d_1,1x7d,3.5
2vha_1,2vha,43.2
3h8r_1,3h8r,12.3
1bi5_1,1bi5,3.5
2cjd_1,2cjd,3.5
4o62_1,4o62,59.1
4we4_1,4we4,88.6
1s0p_1,1s0p,10.5
4bxd_1,4bxd,14.3
1rdq_1,1rdq,1.6
1zyu_1,1zyu,1.6
3al5_2,3al5,7.4
3al5_1,3al5,7.4
1jo8_1,1jo8,1.6
1xa5_1,1xa5,12.3
2iyo_1,2iyo,3.5
2a9p_1,2a9p,28.6
2pns_2,2pns,1.6
2pns_1,2pns,1.6
1a6g_1,1a6g,1.6
3pqk_1,3pqk,3.5
3pqk_3,3pqk,3.5
3pqk_2,3pqk,3.5
2nl8_1,2nl8,NA
2w9r_1,2w9r,1.6
3pbu_1,3pbu,3.5
2vxc_1,2vxc,43.2
112m_1,112m,1.6
4v23_1,4v23,10.5
1ojx_1,1ojx,23.4
1ojx_2,1ojx,23.4
2xja_1,2xja,1.6
2xja_2,2xja,1.6
2xja_3,2xja,1.6
2xja_4,2xja,1.6
2cze_1,2cze,3.5
4lu6_1,4lu6,3.5
1tvg_1,1tvg,19.4
4btj_2,4btj,1.6
4btj_1,4btj,1.6
1dxg_1,1dxg,7.4
1ozr_2,1ozr,1.6
1ozr_1,1ozr,1.6
1itx_1,1itx,1.6
5ed9_1,5ed9,59.1
2x1m_1,2x1m,1.6
1l83_1,1l83,1.6
5er2_1,5er2,1.6
3d9k_2,3d9k,19.4
3d9k_1,3d9k,19.4
3kou_1,3kou,1.6
3kou_2,3kou,1.6
1lnb_1,1lnb,1.6
1yoz_1,1yoz,70.3
1zk9_1,1zk9,3.5
2yy2_1,2yy2,15.4
1dmp_1,1dmp,3.5
4w4m_12,4w4m,2.8
4w4m_13,4w4m,2.8
4w4m_10,4w4m,2.8
4w4m_14,4w4m,2.8
4w4m_2,4w4m,2.8
4w4m_5,4w4m,2.8
4w4m_7,4w4m,2.8
4w4m_6,4w4m,2.8
4w4m_1,4w4m,2.8
4w4m_4,4w4m,2.8
4w4m_8,4w4m,2.8
4w4m_9,4w4m,2.8
4w4m_3,4w4m,2.8
4w4m_11,4w4m,2.8
1fch_1,1fch,12.3
1fch_5,1fch,70.3
1fch_3,1fch,24
1fch_2,1fch,12.3
1fch_4,1fch,70.3
1go2_1,1go2,1.6
4pra_1,4pra,NA
4zc6_1,4zc6,4.8
3pjc_1,3pjc,1.6
2bj4_1,2bj4,7.4
3m9l_1,3m9l,7.4
3msw_1,3msw,2.8
3byn_1,3byn,1.6
4kki_1,4kki,1.6
3ww2_1,3ww2,3
1krf_2,1krf,1.6
1krf_1,1krf,1.6
4wog_1,4wog,0
5fp6_1,5fp6,1.6
1gky_1,1gky,12.3
3f4v_1,3f4v,25
3f4v_2,3f4v,25
3f4v_3,3f4v,7.4
4x94_1,4x94,12.3
2ako_2,2ako,3.5
2ako_1,2ako,3.5
2xqi_1,2xqi,24
4i2x_1,4i2x,NA
4i2x_2,4i2x,NA
1yuk_1,1yuk,4.5
257l_1,257l,1.6
3bgl_1,3bgl,4.4
4ahx_1,4ahx,1.6
3alt_1,3alt,24
3tds_1,3tds,3
3zyy_1,3zyy,7.4
4jd4_1,4jd4,3.5
1q2q_1,1q2q,1.6
4ch9_2,4ch9,12.3
4ch9_1,4ch9,12.3
2cxd_2,2cxd,2.8
2cxd_1,2cxd,2.8
3g1h_7,3g1h,3.5
3g1h_5,3g1h,3.5
3g1h_1,3g1h,3.5
3g1h_6,3g1h,3.5
3g1h_4,3g1h,3.5
3g1h_2,3g1h,3.5
3g1h_3,3g1h,3.5
1lyq_2,1lyq,12.3
1lyq_1,1lyq,12.3
3vep_4,3vep,37.9
3vep_2,3vep,37.9
3vep_3,3vep,37.9
3vep_1,3vep,37.9
1yfp_1,1yfp,12.3
1yfp_2,1yfp,12.3
3eck_1,3eck,3
4yip_1,4yip,15.4
4yip_2,4yip,15.4
2g69_1,2g69,10.5
3eap_4,3eap,1.6
3eap_3,3eap,1.6
3eap_2,3eap,1.6
3eap_1,3eap,1.6
1t66_2,1t66,NA
1t66_1,1t66,NA
2rc3_1,2rc3,15.4
2rc3_2,2rc3,15.4
2hvp_1,2hvp,NA
3lir_1,3lir,1.6
3kjq_1,3kjq,0
4ut3_1,4ut3,28.6
4ut3_2,4ut3,28.6
3oxq_2,3oxq,40.5
3oxq_1,3oxq,40.5
2wo1_2,2wo1,1.6
2wo1_1,2wo1,1.6
1ipp_1,1ipp,7.4
2wax_2,2wax,52.6
2wax_1,2wax,52.6
1w6c_1,1w6c,3.5
3h2q_2,3h2q,3.5
3h2q_1,3h2q,3.5
3e62_1,3.00E+62,1.6
3nbp_1,3nbp,4.8
2zyi_1,2zyi,2.8
2zyi_2,2zyi,2.8
4l06_1,4l06,3.5
4l06_2,4l06,3.5
4l06_3,4l06,3.5
2vg8_1,2vg8,1.6
3cyp_1,3cyp,91.5
3cyp_3,3cyp,4.4
3cyp_2,3cyp,91.5
4he4_1,4he4,10.5
3zou_1,3zou,3.5
2d5f_1,2d5f,3
2qjl_1,2qjl,74.9
2i0s_1,2i0s,7.6
5a4n_1,5a4n,43.2
1koh_1,1koh,2.8
1koh_4,1koh,2.8
1koh_3,1koh,2.8
1koh_2,1koh,2.8
2vri_1,2vri,1.6
3odq_1,3odq,0
4xer_1,4xer,15.4
4xer_2,4xer,15.4
2a72_1,2a72,7.4
2boo_1,2boo,1.6
2vea_1,2vea,7.4
4z24_1,4z24,7.4
2b56_1,2b56,2.8
2r2q_2,2r2q,12.3
2r2q_1,2r2q,12.3
1wkj_1,1wkj,0
3ufb_1,3ufb,1.6
1mho_1,1mho,3.5
4ggd_1,4ggd,1.6
4ggd_2,4ggd,1.6
2olm_1,2olm,10.5
3vn9_1,3vn9,1.6
3dor_2,3dor,70.3
3dor_1,3dor,7.4
2c3p_1,2c3p,7.4
4k7p_1,4k7p,NA
4h2m_1,4h2m,3.5
2igk_1,2igk,3
2igk_2,2igk,3
3ia7_1,3ia7,10.5
3ia7_3,3ia7,12.3
3ia7_2,3ia7,12.3
4tly_2,4tly,12.3
4tly_3,4tly,12.3
4tly_1,4tly,12.3
2xo8_1,2xo8,1.6
4px9_1,4px9,1.6
4px9_2,4px9,1.6
4px9_3,4px9,1.6
4ohi_1,4ohi,1.6
4ce8_1,4ce8,0
3tcl_2,3tcl,NA
3tcl_1,3tcl,NA
2id5_1,2id5,59.1
4zmh_1,4zmh,70.3
1czd_1,1czd,3
1lka_1,1lka,1.6
1h4z_1,1h4z,74.9
4nt2_1,4nt2,19.4
1qur_1,1qur,4.5
4z55_1,4z55,1.6
4k3j_1,4k3j,NA
4g1g_1,4g1g,3.5
4c0x_1,4c0x,15.4
1c14_1,1c14,3
3dv5_2,3dv5,1.6
3dv5_3,3dv5,1.6
3dv5_1,3dv5,1.6
1mg4_1,1mg4,1.6
5d0x_1,5d0x,0
3cpq_3,3cpq,1.6
3cpq_2,3cpq,1.6
3cpq_1,3cpq,70.3
2z7c_1,2z7c,3.5
2z7c_2,2z7c,3.5
3rx7_1,3rx7,1.6
1z3t_1,1z3t,1.6
4x67_1,4x67,7.6
3f87_2,3f87,NA
3f87_1,3f87,NA
2nwl_1,2nwl,66
1h1b_1,1h1b,43.2
1gi7_1,1gi7,1.6
2vun_1,2vun,4.4
1kbj_1,1kbj,3
5alh_1,5alh,15.4
3lr2_1,3lr2,15.4
4y76_1,4y76,4.8
2zev_1,2zev,3.5
4i2r_1,4i2r,7.7
4nc6_1,4nc6,1.6
3g81_1,3g81,3
5e8u_1,5e8u,1.6
1iyi_2,1iyi,3.5
1iyi_1,1iyi,3.5
4wh3_1,4wh3,1.6
2yg6_2,2yg6,28.6
2yg6_1,2yg6,28.6
1dty_1,1dty,3.5
2ij7_1,2ij7,25
2ij7_6,2ij7,25
2ij7_5,2ij7,25
2ij7_2,2ij7,25
2ij7_3,2ij7,25
2ij7_4,2ij7,25
1nir_1,1nir,3.5
1kw3_1,1kw3,7.7
4jsy_1,4jsy,70.3
5aqa_1,5aqa,1.6
5aqa_2,5aqa,1.6
4dfx_1,4dfx,1.6
1i54_2,1i54,1.6
1i54_1,1i54,1.6
2vng_2,2vng,2.8
2vng_1,2vng,2.8
2idt_1,2idt,1.6
3h4j_1,3h4j,25
3h4j_2,3h4j,25
3h4j_3,3h4j,10.5
4w9i_1,4w9i,10.6
4w9i_2,4w9i,10.6
4w9i_3,4w9i,10.6
4w9i_4,4w9i,10.6
3o03_2,3o03,91.5
3o03_1,3o03,3
1jg1_1,1jg1,1.6
4d4q_2,4d4q,2.8
4d4q_1,4d4q,2.8
5dax_1,5dax,15.4
2pag_1,2pag,2.8
3ep9_1,3ep9,0
4kco_1,4kco,3.5
3snl_1,3snl,12.3
3snl_2,3snl,12.3
1ahw_1,1ahw,NA
3vkw_1,3vkw,2.8
4p7d_1,4p7d,4.4
1jfd_1,1jfd,7.7
4xx1_2,4xx1,NA
4xx1_3,4xx1,NA
4xx1_1,4xx1,NA
4f44_1,4f44,10.5
1njw_1,1njw,1.6
3b5e_2,3b5e,44.5
3b5e_1,3b5e,44.5
2qeq_1,2qeq,1.6
2qeq_2,2qeq,1.6
2fj7_1,2fj7,10.6
4de0_1,4de0,1.6
4de0_2,4de0,1.6
1qot_1,1qot,7.7
1bv3_1,1bv3,1.6
1k0u_2,1k0u,3
1k0u_1,1k0u,3
3c5h_1,3c5h,2.8
2v0r_1,2v0r,74.9
2v0r_2,2v0r,74.9
3pw4_1,3pw4,1.6
3sb9_1,3sb9,10.5
3zin_1,3zin,1.6
1icc_1,1icc,12.3
1icc_5,1icc,NA
1icc_2,1icc,12.3
1icc_3,1icc,12.3
1icc_4,1icc,12.3
3kzl_2,3kzl,3.5
3kzl_1,3kzl,3.5
4z50_1,4z50,15.4
4z50_2,4z50,15.4
2vwe_1,2vwe,NA
1v2j_1,1v2j,1.6
3sdt_1,3sdt,1.6
3b55_1,3b55,1.6
3rfb_1,3rfb,3.5
1mji_1,1mji,10.5
4rh0_1,4rh0,2.8
1hlk_1,1hlk,1.6
1hlk_2,1hlk,1.6
10mh_1,10mh,28.6
2hq9_1,2hq9,3.5
4jh1_1,4jh1,3.5
3pz4_1,3pz4,2.3
2hrp_3,2hrp,NA
2hrp_2,2hrp,NA
2hrp_1,2hrp,NA
4fck_2,4fck,3
4fck_1,4fck,3
1wro_1,1wro,3
4fvs_5,4fvs,94.7
4fvs_1,4fvs,94.7
4fvs_6,4fvs,94.7
4fvs_4,4fvs,94.7
4fvs_2,4fvs,94.7
4fvs_3,4fvs,94.7
2fn4_1,2fn4,1.6
5cd7_1,5cd7,43.2
5cd7_3,5cd7,70.3
5cd7_2,5cd7,70.3
4qii_1,4qii,7.5
4qii_2,4qii,7.5
4etu_1,4etu,1.6
3t7v_1,3t7v,2.8
4q4h_1,4q4h,2.3
3fhn_4,3fhn,74.9
3fhn_3,3fhn,74.9
3fhn_2,3fhn,74.9
3fhn_1,3fhn,74.9
4nn9_1,4nn9,7.5
3eb0_1,3eb0,70.3
3eb0_3,3eb0,10.5
3eb0_2,3eb0,10.5
4ktg_1,4ktg,70.3
4aqn_1,4aqn,70.3
5clw_1,5clw,1.6
5clw_3,5clw,1.6
5clw_2,5clw,1.6
4cqi_1,4cqi,12.3
2i16_1,2i16,1.6
3wwd_1,3wwd,1.6
5cv0_1,5cv0,43.2
4zeo_1,4zeo,2.8
4zeo_2,4zeo,2.8
2rb3_2,2rb3,70.3
2rb3_1,2rb3,70.3
3m00_1,3m00,1.6
2xt6_1,2xt6,15.4
3bdn_1,3bdn,7.4
3m44_1,3m44,3.5
2vgi_1,2vgi,0
1vwe_1,1vwe,7.7
1s5t_1,1s5t,0
2xbj_1,2xbj,7.4
4ckl_2,4ckl,3.5
4ckl_1,4ckl,3.5
1e2s_1,1e2s,15.4
3tjw_2,3tjw,19.4
5ezp_2,5ezp,0
5ezp_1,5ezp,0
4g0n_1,4g0n,52.6
4wsa_1,4wsa,0
4pg4_1,4pg4,15.4
3wlt_1,3wlt,1.6
4gyd_1,4gyd,28.6
4gyd_6,4gyd,28.6
4gyd_5,4gyd,28.6
4gyd_2,4gyd,28.6
4gyd_3,4gyd,28.6
4gyd_4,4gyd,28.6
5fsg_1,5fsg,1.6
4yuh_1,4yuh,1.6
5c56_1,5c56,2.8
4kig_1,4kig,7.4
2fof_1,2fof,1.6
2pu0_1,2pu0,3.5
1nbx_1,1nbx,7.7
2jak_1,2jak,2.8
4ep4_1,4ep4,3.5
3ck2_1,3ck2,19.4
2o9j_1,2o9j,1.6
4or8_1,4or8,7.4
1scj_1,1scj,2.3
3wth_1,3wth,24
1gz3_1,1gz3,7.7
2yss_1,2yss,NA
2yss_2,2yss,25
4fkg_1,4fkg,1.6
4ewj_1,4ewj,3
160l_1,160l,1.6
4wkn_1,4wkn,15.4
3lld_1,3lld,3.5
2ga1_1,2ga1,10.5
